name,category,id,service_id,provider_id,gpu,detailsname,vcpu,memory,clock_speed_ghz,physical_processor_description,cpu_vendor,previous_generation,ebs_base_throughput,ebs_base_iops,ebs_burst_throughput,ebs_burst_iops,network_performance_description,network_upto,network_speed,network_speed_burst,network_devices,storage_ssd,storage_size,storage_devices,storage_readops,storage_writeops,nvme_ssd,trim_support,storage_includes_swap_partition,storage_needs_initialization,consider_instance,comment,price_unit,price_region,price,price_platform,price_lifecycle
r5d.metal,compute,aws-ec2-r5d_metal,aws-ec2,aws,0,R5D Metal,96,768,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,2375,80000,2375,80000,25 Gigabit,false,25,25,1,true,900,4,1400000,680000,true,true,false,false,TRUE,,hour,us-east-1,6.912,linux,on-demand
r5dn.large,compute,aws-ec2-r5dn_large,aws-ec2,aws,0,R5DN Large,2,16,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,81.25,3600,593.75,18750,Up to 25 Gigabit,true,2.1,25,1,true,75,1,30000,15000,true,true,false,false,TRUE,,hour,us-east-1,0.167,linux,on-demand
r5dn.xlarge,compute,aws-ec2-r5dn_xlarge,aws-ec2,aws,0,R5DN Extra Large,4,32,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,143.75,6000,593.75,18750,Up to 25 Gigabit,true,4.2,25,1,true,150,1,59000,29000,true,true,false,false,TRUE,,hour,us-east-1,0.334,linux,on-demand
r5dn.2xlarge,compute,aws-ec2-r5dn_2xlarge,aws-ec2,aws,0,R5DN Double Extra Large,8,64,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,287.5,12000,593.75,18750,Up to 25 Gigabit,true,8.125,25,1,true,300,1,117000,57000,true,true,false,false,TRUE,,hour,us-east-1,0.668,linux,on-demand
r5dn.4xlarge,compute,aws-ec2-r5dn_4xlarge,aws-ec2,aws,0,R5DN Quadruple Extra Large,16,128,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,593.75,18750,593.75,18750,Up to 25 Gigabit,true,16.25,25,1,true,300,2,234000,114000,true,true,false,false,TRUE,,hour,us-east-1,1.336,linux,on-demand
r5dn.8xlarge,compute,aws-ec2-r5dn_8xlarge,aws-ec2,aws,0,R5DN Eight Extra Large,32,256,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,850,30000,850,30000,25 Gigabit,false,25,25,1,true,600,2,466666,233333,true,true,false,false,TRUE,,hour,us-east-1,2.672,linux,on-demand
r5dn.12xlarge,compute,aws-ec2-r5dn_12xlarge,aws-ec2,aws,0,R5DN 12xlarge,48,384,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,1187.5,40000,1187.5,40000,50 Gigabit,false,50,50,1,true,900,2,700000,340000,true,true,false,false,TRUE,,hour,us-east-1,4.008,linux,on-demand
r5dn.16xlarge,compute,aws-ec2-r5dn_16xlarge,aws-ec2,aws,0,R5DN 16xlarge,64,512,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,1700,60000,1700,60000,75 Gigabit,false,75,75,1,true,600,4,933333,466666,true,true,false,false,TRUE,,hour,us-east-1,5.344,linux,on-demand
r5dn.24xlarge,compute,aws-ec2-r5dn_24xlarge,aws-ec2,aws,0,R5DN 24xlarge,96,768,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,2375,80000,2375,80000,100 Gigabit,false,100,100,1,true,900,4,1400000,680000,true,true,false,false,TRUE,,hour,us-east-1,8.016,linux,on-demand
r5dn.metal,compute,aws-ec2-r5dn_metal,aws-ec2,aws,0,R5DN Metal,96,768,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,2375,80000,2375,80000,100 Gigabit,false,100,100,1,true,900,4,1400000,680000,true,true,false,false,TRUE,,hour,us-east-1,8.016,linux,on-demand
r5n.large,compute,aws-ec2-r5n_large,aws-ec2,aws,0,R5N Large,2,16,2.5,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,81.25,3600,593.75,18750,Up to 25 Gigabit,true,2.1,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.149,linux,on-demand
r5n.xlarge,compute,aws-ec2-r5n_xlarge,aws-ec2,aws,0,R5N Extra Large,4,32,2.5,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,143.75,6000,593.75,18750,Up to 25 Gigabit,true,4.2,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.298,linux,on-demand
r5n.2xlarge,compute,aws-ec2-r5n_2xlarge,aws-ec2,aws,0,R5N Double Extra Large,8,64,2.5,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,287.5,12000,593.75,18750,Up to 25 Gigabit,true,8.125,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.596,linux,on-demand
r5n.4xlarge,compute,aws-ec2-r5n_4xlarge,aws-ec2,aws,0,R5N Quadruple Extra Large,16,128,2.5,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,593.75,18750,593.75,18750,Up to 25 Gigabit,true,16.25,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,1.192,linux,on-demand
r5n.8xlarge,compute,aws-ec2-r5n_8xlarge,aws-ec2,aws,0,R5N Eight Extra Large,32,256,2.5,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,850,30000,850,30000,25 Gigabit,false,25,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,2.384,linux,on-demand
r5n.12xlarge,compute,aws-ec2-r5n_12xlarge,aws-ec2,aws,0,R5N 12xlarge,48,384,2.5,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,1187.5,40000,1187.5,40000,50 Gigabit,false,50,50,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,3.576,linux,on-demand
r5n.16xlarge,compute,aws-ec2-r5n_16xlarge,aws-ec2,aws,0,R5N 16xlarge,64,512,2.5,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,1700,60000,1700,60000,75 Gigabit,false,75,75,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,4.768,linux,on-demand
r5n.24xlarge,compute,aws-ec2-r5n_24xlarge,aws-ec2,aws,0,R5N 24xlarge,96,768,2.5,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,2375,80000,2375,80000,100 Gigabit,false,100,100,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,7.152,linux,on-demand
r5n.metal,compute,aws-ec2-r5n_metal,aws-ec2,aws,0,R5N Metal,96,768,2.5,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,2375,80000,2375,80000,100 Gigabit,false,100,100,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,7.152,linux,on-demand
r6g.medium,compute,aws-ec2-r6g_medium,aws-ec2,aws,0,R6G Medium,1,8,2.5,AWS Graviton2 Processor,graviton,FALSE,39.375,2500,593.75,20000,Up to 10 Gigabit,true,0.5,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.0504,linux,on-demand
r6g.large,compute,aws-ec2-r6g_large,aws-ec2,aws,0,R6G Large,2,16,2.5,AWS Graviton2 Processor,graviton,FALSE,78.75,3600,593.75,20000,Up to 10 Gigabit,true,0.75,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.1008,linux,on-demand
r6g.xlarge,compute,aws-ec2-r6g_xlarge,aws-ec2,aws,0,R6G Extra Large,4,32,2.5,AWS Graviton2 Processor,graviton,FALSE,148.5,6000,593.75,20000,Up to 10 Gigabit,true,1.25,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.2016,linux,on-demand
r6g.2xlarge,compute,aws-ec2-r6g_2xlarge,aws-ec2,aws,0,R6G Double Extra Large,8,64,2.5,AWS Graviton2 Processor,graviton,FALSE,296.875,12000,593.75,20000,Up to 10 Gigabit,true,2.5,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.4032,linux,on-demand
r6g.4xlarge,compute,aws-ec2-r6g_4xlarge,aws-ec2,aws,0,R6G Quadruple Extra Large,16,128,2.5,AWS Graviton2 Processor,graviton,FALSE,593.75,20000,593.75,20000,Up to 10 Gigabit,true,5,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.8064,linux,on-demand
r6g.8xlarge,compute,aws-ec2-r6g_8xlarge,aws-ec2,aws,0,R6G Eight Extra Large,32,256,2.5,AWS Graviton2 Processor,graviton,FALSE,1187.5,40000,1187.5,40000,12 Gigabit,false,12,12,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,1.6128,linux,on-demand
r6g.12xlarge,compute,aws-ec2-r6g_12xlarge,aws-ec2,aws,0,R6G 12xlarge,48,384,2.5,AWS Graviton2 Processor,graviton,FALSE,1781.25,50000,1781.25,50000,20 Gigabit,false,20,20,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,2.4192,linux,on-demand
r6g.16xlarge,compute,aws-ec2-r6g_16xlarge,aws-ec2,aws,0,R6G 16xlarge,64,512,2.5,AWS Graviton2 Processor,graviton,FALSE,2375,80000,2375,80000,25 Gigabit,false,25,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,3.2256,linux,on-demand
r6g.metal,compute,aws-ec2-r6g_metal,aws-ec2,aws,0,R6G Metal,64,512,2.5,AWS Graviton2 Processor,graviton,FALSE,2375,80000,2375,80000,25 Gigabit,false,25,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,3.2256,linux,on-demand
r6gd.medium,compute,aws-ec2-r6gd_medium,aws-ec2,aws,0,R6GD Medium,1,8,2.5,AWS Graviton2 Processor,graviton,FALSE,39.375,2500,593.75,20000,Up to 10 Gigabit,true,0.5,10,1,true,59,1,13438,5625,true,true,false,false,TRUE,,hour,us-east-1,0.0576,linux,on-demand
r6gd.large,compute,aws-ec2-r6gd_large,aws-ec2,aws,0,R6GD Large,2,16,2.5,AWS Graviton2 Processor,graviton,FALSE,78.75,3600,593.75,20000,Up to 10 Gigabit,true,0.75,10,1,true,118,1,26875,11250,true,true,false,false,TRUE,,hour,us-east-1,0.1152,linux,on-demand
r6gd.xlarge,compute,aws-ec2-r6gd_xlarge,aws-ec2,aws,0,R6GD Extra Large,4,32,2.5,AWS Graviton2 Processor,graviton,FALSE,148.5,6000,593.75,20000,Up to 10 Gigabit,true,1.25,10,1,true,237,1,53750,22500,true,true,false,false,TRUE,,hour,us-east-1,0.2304,linux,on-demand
r6gd.2xlarge,compute,aws-ec2-r6gd_2xlarge,aws-ec2,aws,0,R6GD Double Extra Large,8,64,2.5,AWS Graviton2 Processor,graviton,FALSE,296.875,12000,593.75,20000,Up to 10 Gigabit,true,2.5,10,1,true,474,1,107500,45000,true,true,false,false,TRUE,,hour,us-east-1,0.4608,linux,on-demand
r6gd.4xlarge,compute,aws-ec2-r6gd_4xlarge,aws-ec2,aws,0,R6GD Quadruple Extra Large,16,128,2.5,AWS Graviton2 Processor,graviton,FALSE,593.75,20000,593.75,20000,Up to 10 Gigabit,true,5,10,1,true,950,1,215000,90000,true,true,false,false,TRUE,,hour,us-east-1,0.9216,linux,on-demand
r6gd.8xlarge,compute,aws-ec2-r6gd_8xlarge,aws-ec2,aws,0,R6GD Eight Extra Large,32,256,2.5,AWS Graviton2 Processor,graviton,FALSE,1187.5,40000,1187.5,40000,12 Gigabit,false,12,12,1,true,1900,1,430000,180000,true,true,false,false,TRUE,,hour,us-east-1,1.8432,linux,on-demand
r6gd.12xlarge,compute,aws-ec2-r6gd_12xlarge,aws-ec2,aws,0,R6GD 12xlarge,48,384,2.5,AWS Graviton2 Processor,graviton,FALSE,1781.25,50000,1781.25,50000,20 Gigabit,false,20,20,1,true,1425,2,645000,270000,true,true,false,false,TRUE,,hour,us-east-1,2.7648,linux,on-demand
r6gd.16xlarge,compute,aws-ec2-r6gd_16xlarge,aws-ec2,aws,0,R6GD 16xlarge,64,512,2.5,AWS Graviton2 Processor,graviton,FALSE,2375,80000,2375,80000,25 Gigabit,false,25,25,1,true,1900,2,860000,360000,true,true,false,false,TRUE,,hour,us-east-1,3.6864,linux,on-demand
r6gd.metal,compute,aws-ec2-r6gd_metal,aws-ec2,aws,0,R6GD Metal,64,512,2.5,AWS Graviton2 Processor,graviton,FALSE,2375,80000,2375,80000,25 Gigabit,false,25,25,1,true,1900,2,860000,360000,true,true,false,false,TRUE,,hour,us-east-1,3.6864,linux,on-demand
x2gd.medium,compute,aws-ec2-x2gd_medium,aws-ec2,aws,0,X2GD Medium,1,16,2.5,AWS Graviton2 Processor,graviton,FALSE,39.375,2500,593.75,20000,Up to 10 Gigabit,true,0.5,10,1,true,59,1,13438,5625,true,true,false,false,TRUE,,hour,us-east-1,0.0835,linux,on-demand
x2gd.large,compute,aws-ec2-x2gd_large,aws-ec2,aws,0,X2GD Large,2,32,2.5,AWS Graviton2 Processor,graviton,FALSE,78.75,3600,593.75,20000,Up to 10 Gigabit,true,0.75,10,1,true,118,1,26875,11250,true,true,false,false,TRUE,,hour,us-east-1,0.167,linux,on-demand
x2gd.xlarge,compute,aws-ec2-x2gd_xlarge,aws-ec2,aws,0,X2GD Extra Large,4,64,2.5,AWS Graviton2 Processor,graviton,FALSE,148.5,6000,593.75,20000,Up to 10 Gigabit,true,1.25,10,1,true,237,1,53750,22500,true,true,false,false,TRUE,,hour,us-east-1,0.334,linux,on-demand
x2gd.2xlarge,compute,aws-ec2-x2gd_2xlarge,aws-ec2,aws,0,X2GD Double Extra Large,8,128,2.5,AWS Graviton2 Processor,graviton,FALSE,296.875,12000,593.75,20000,Up to 10 Gigabit,true,2.5,10,1,true,475,1,107500,45000,true,true,false,false,TRUE,,hour,us-east-1,0.668,linux,on-demand
x2gd.4xlarge,compute,aws-ec2-x2gd_4xlarge,aws-ec2,aws,0,X2GD Quadruple Extra Large,16,256,2.5,AWS Graviton2 Processor,graviton,FALSE,593.75,20000,593.75,20000,Up to 10 Gigabit,true,5,10,1,true,950,1,215000,90000,true,true,false,false,TRUE,,hour,us-east-1,1.336,linux,on-demand
x2gd.8xlarge,compute,aws-ec2-x2gd_8xlarge,aws-ec2,aws,0,X2GD Eight Extra Large,32,512,2.5,AWS Graviton2 Processor,graviton,FALSE,1187.5,40000,1187.5,40000,12 Gigabit,false,12,12,1,true,1900,1,430000,180000,true,true,false,false,TRUE,,hour,us-east-1,2.672,linux,on-demand
x2gd.12xlarge,compute,aws-ec2-x2gd_12xlarge,aws-ec2,aws,0,X2GD 12xlarge,48,768,2.5,AWS Graviton2 Processor,graviton,FALSE,1781.25,50000,1781.25,50000,20 Gigabit,false,20,20,1,true,1425,2,645000,270000,true,true,false,false,TRUE,,hour,us-east-1,4.008,linux,on-demand
x2gd.16xlarge,compute,aws-ec2-x2gd_16xlarge,aws-ec2,aws,0,X2GD 16xlarge,64,1024,2.5,AWS Graviton2 Processor,graviton,FALSE,2375,80000,2375,80000,25 Gigabit,false,25,25,1,true,1900,2,860000,360000,true,true,false,false,TRUE,,hour,us-east-1,5.344,linux,on-demand
x2gd.metal,compute,aws-ec2-x2gd_metal,aws-ec2,aws,0,X2GD Metal,64,1024,2.5,AWS Graviton2 Processor,graviton,FALSE,2375,80000,2375,80000,25 Gigabit,false,25,25,1,true,1900,2,860000,360000,true,true,false,false,TRUE,,hour,us-east-1,5.344,linux,on-demand
z1d.large,compute,aws-ec2-z1d_large,aws-ec2,aws,0,Z1D Large,2,16,4,Intel Xeon Platinum 8151,intel,FALSE,100,3333,396.25,13333,Up to 10 Gigabit,true,0.75,10,1,true,75,1,30000,15000,true,true,false,false,TRUE,,hour,us-east-1,0.186,linux,on-demand
z1d.xlarge,compute,aws-ec2-z1d_xlarge,aws-ec2,aws,0,Z1D Extra Large,4,32,4,Intel Xeon Platinum 8151,intel,FALSE,197.5,6667,396.25,13333,Up to 10 Gigabit,true,1.25,10,1,true,150,1,59000,29000,true,true,false,false,TRUE,,hour,us-east-1,0.372,linux,on-demand
z1d.2xlarge,compute,aws-ec2-z1d_2xlarge,aws-ec2,aws,0,Z1D Double Extra Large,8,64,4,Intel Xeon Platinum 8151,intel,FALSE,396.25,13333,396.25,13333,Up to 10 Gigabit,true,2.5,10,1,true,300,1,117000,57000,true,true,false,false,TRUE,,hour,us-east-1,0.744,linux,on-demand
z1d.3xlarge,compute,aws-ec2-z1d_3xlarge,aws-ec2,aws,0,Z1D 3xlarge,12,96,4,Intel Xeon Platinum 8151,intel,FALSE,593.75,20000,593.75,20000,Up to 10 Gigabit,true,5,10,1,true,450,1,175000,75000,true,true,false,false,TRUE,,hour,us-east-1,1.116,linux,on-demand
z1d.6xlarge,compute,aws-ec2-z1d_6xlarge,aws-ec2,aws,0,Z1D 6xlarge,24,192,4,Intel Xeon Platinum 8151,intel,FALSE,1187.5,40000,1187.5,40000,10 Gigabit,false,10,10,1,true,900,1,350000,170000,true,true,false,false,TRUE,,hour,us-east-1,2.232,linux,on-demand
z1d.12xlarge,compute,aws-ec2-z1d_12xlarge,aws-ec2,aws,0,Z1D 12xlarge,48,384,4,Intel Xeon Platinum 8151,intel,FALSE,2375,80000,2375,80000,25 Gigabit,false,25,25,1,true,900,2,700000,340000,true,true,false,false,TRUE,,hour,us-east-1,4.464,linux,on-demand
z1d.metal,compute,aws-ec2-z1d_metal,aws-ec2,aws,0,Z1D Metal,48,384,4,Intel Xeon Platinum 8151,intel,FALSE,2375,80000,2375,80000,25 Gigabit,false,25,25,1,true,900,2,700000,340000,true,true,false,false,TRUE,,hour,us-east-1,4.464,linux,on-demand
x1.16xlarge,compute,aws-ec2-x1_16xlarge,aws-ec2,aws,0,X1 Extra High-Memory 16xlarge,64,976,2.3,High Frequency Intel Xeon E7-8880 v3 (Haswell),intel,FALSE,875,40000,875,40000,10 Gigabit,false,10,10,1,true,1920,1,0,0,false,false,false,false,TRUE,,hour,us-east-1,6.669,linux,on-demand
x1.32xlarge,compute,aws-ec2-x1_32xlarge,aws-ec2,aws,0,X1 Extra High-Memory 32xlarge,128,1952,2.3,High Frequency Intel Xeon E7-8880 v3 (Haswell),intel,FALSE,1750,80000,1750,80000,25 Gigabit,false,25,25,1,true,1920,2,0,0,false,false,false,false,TRUE,,hour,us-east-1,13.338,linux,on-demand
x1e.xlarge,compute,aws-ec2-x1e_xlarge,aws-ec2,aws,0,X1E Extra Large,4,122,2.3,High Frequency Intel Xeon E7-8880 v3 (Haswell),intel,FALSE,62.5,3700,62.5,3700,Up to 10 Gigabit,true,0.75,10,1,true,120,1,0,0,false,false,false,false,TRUE,network speed guessed,hour,us-east-1,0.834,linux,on-demand
x1e.2xlarge,compute,aws-ec2-x1e_2xlarge,aws-ec2,aws,0,X1E Double Extra Large,8,244,2.3,High Frequency Intel Xeon E7-8880 v3 (Haswell),intel,FALSE,125,7400,125,7400,Up to 10 Gigabit,true,1.25,10,1,true,240,1,0,0,false,false,false,false,TRUE,network speed guessed,hour,us-east-1,1.668,linux,on-demand
x1e.4xlarge,compute,aws-ec2-x1e_4xlarge,aws-ec2,aws,0,X1E Quadruple Extra Large,16,488,2.3,High Frequency Intel Xeon E7-8880 v3 (Haswell),intel,FALSE,218.75,10000,218.75,10000,Up to 10 Gigabit,true,2.5,10,1,true,480,1,0,0,false,false,false,false,TRUE,network speed guessed,hour,us-east-1,3.336,linux,on-demand
x1e.8xlarge,compute,aws-ec2-x1e_8xlarge,aws-ec2,aws,0,X1E Eight Extra Large,32,976,2.3,High Frequency Intel Xeon E7-8880 v3 (Haswell),intel,FALSE,437.5,20000,437.5,20000,Up to 10 Gigabit,true,5,10,1,true,960,1,0,0,false,false,false,false,TRUE,network speed guessed,hour,us-east-1,6.672,linux,on-demand
x1e.16xlarge,compute,aws-ec2-x1e_16xlarge,aws-ec2,aws,0,X1E 16xlarge,64,1952,2.3,High Frequency Intel Xeon E7-8880 v3 (Haswell),intel,FALSE,875,40000,875,40000,10 Gigabit,false,10,10,1,true,1920,1,0,0,false,false,false,false,TRUE,,hour,us-east-1,13.344,linux,on-demand
x1e.32xlarge,compute,aws-ec2-x1e_32xlarge,aws-ec2,aws,0,X1E 32xlarge,128,3904,2.3,High Frequency Intel Xeon E7-8880 v3 (Haswell),intel,FALSE,1750,80000,1750,80000,25 Gigabit,false,25,25,1,true,1920,2,0,0,false,false,false,false,TRUE,,hour,us-east-1,26.688,linux,on-demand
x2idn.16xlarge,compute,aws-ec2-x2idn_16xlarge,aws-ec2,aws,0,X2,64,1024,3.5,,intel,FALSE,5000,130000,5000,130000,,false,50,50,1,true,1900,1,430000,180000,true,false,false,false,TRUE,,hour,us-east-1,6.669,linux,on-demand
x2idn.24xlarge,compute,aws-ec2-x2idn_24xlarge,aws-ec2,aws,0,X2,96,1536,3.5,,intel,FALSE,7500,195000,7500,195000,,false,75,75,1,true,1425,2,645000,270000,true,false,false,false,TRUE,,hour,us-east-1,10.004,linux,on-demand
x2idn.32xlarge,compute,aws-ec2-x2idn_32xlarge,aws-ec2,aws,0,X2,128,2048,3.5,,intel,FALSE,10000,260000,10000,260000,,false,100,100,1,true,1900,2,860000,360000,true,false,false,false,TRUE,,hour,us-east-1,13.338,linux,on-demand
x2idn.metal,compute,aws-ec2-x2idn_metal,aws-ec2,aws,0,X2,128,2048,3.5,,intel,FALSE,10000,260000,10000,260000,,false,100,100,1,true,1900,2,860000,360000,true,false,false,false,TRUE,,hour,us-east-1,13.338,linux,on-demand
x2iedn.xlarge,compute,aws-ec2-x2iedn_xlarge,aws-ec2,aws,0,X2,4,128,3.5,,intel,FALSE,312.5,8125,312.5,8125,,false,3.125,3.125,1,true,118,1,26875,11250,true,false,false,false,TRUE,,hour,us-east-1,0.834,linux,on-demand
x2iedn.2xlarge,compute,aws-ec2-x2iedn_2xlarge,aws-ec2,aws,0,X2,8,256,3.5,,intel,FALSE,625,16250,625,16250,,false,6.25,6.25,1,true,237,1,53750,22500,true,false,false,false,TRUE,,hour,us-east-1,1.667,linux,on-demand
x2iedn.4xlarge,compute,aws-ec2-x2iedn_4xlarge,aws-ec2,aws,0,X2,16,512,3.5,,intel,FALSE,1250,32500,1250,32500,,false,12.5,12.5,1,true,475,1,107500,45000,true,false,false,false,TRUE,,hour,us-east-1,3.335,linux,on-demand
x2iedn.8xlarge,compute,aws-ec2-x2iedn_8xlarge,aws-ec2,aws,0,X2,32,1024,3.5,,intel,FALSE,2500,65000,2500,65000,,false,25,25,1,true,950,1,215000,90000,true,false,false,false,TRUE,,hour,us-east-1,6.669,linux,on-demand
x2iedn.16xlarge,compute,aws-ec2-x2iedn_16xlarge,aws-ec2,aws,0,X2,64,2048,3.5,,intel,FALSE,5000,130000,5000,130000,,false,50,50,1,true,1900,1,430000,180000,true,false,false,false,TRUE,,hour,us-east-1,13.338,linux,on-demand
x2iedn.24xlarge,compute,aws-ec2-x2iedn_24xlarge,aws-ec2,aws,0,X2,96,3072,3.5,,intel,FALSE,7500,195000,7500,195000,,false,75,75,1,true,1425,2,645000,270000,true,false,false,false,TRUE,,hour,us-east-1,20.007,linux,on-demand
x2iedn.32xlarge,compute,aws-ec2-x2iedn_32xlarge,aws-ec2,aws,0,X2,128,4096,3.5,,intel,FALSE,10000,260000,10000,260000,,false,100,100,1,true,1900,2,860000,360000,true,false,false,false,TRUE,,hour,us-east-1,26.676,linux,on-demand
x2iedn.metal,compute,aws-ec2-x2iedn_metal,aws-ec2,aws,0,X2,128,4096,3.5,,intel,FALSE,10000,260000,10000,260000,,false,100,100,1,true,1900,2,860000,360000,true,false,false,false,TRUE,,hour,us-east-1,26.676,linux,on-demand
x2iezn.2xlarge,compute,aws-ec2-x2iezn_2xlarge,aws-ec2,aws,1,X2,8,256,4.5,,intel,FALSE,396.25,13333,396.25,13333,,false,12.5,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,1.668,linux,on-demand
x2iezn.4xlarge,compute,aws-ec2-x2iezn_4xlarge,aws-ec2,aws,2,X2,16,512,4.5,,intel,FALSE,593.75,20000,593.75,20000,,false,15,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,3.336,linux,on-demand
x2iezn.6xlarge,compute,aws-ec2-x2iezn_6xlarge,aws-ec2,aws,3,X2,24,768,4.5,,intel,FALSE,1187.5,40000,1187.5,40000,,false,50,50,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,5.004,linux,on-demand
x2iezn.8xlarge,compute,aws-ec2-x2iezn_8xlarge,aws-ec2,aws,4,X2,32,1024,4.5,,intel,FALSE,1500,55000,1500,55000,,false,75,75,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,6.672,linux,on-demand
x2iezn.12xlarge,compute,aws-ec2-x2iezn_12xlarge,aws-ec2,aws,5,X2,48,1536,4.5,,intel,FALSE,2375,80000,2375,80000,,false,100,100,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,10.008,linux,on-demand
x2iezn.metal,compute,aws-ec2-x2iezn_metal,aws-ec2,aws,6,X2,48,1536,4.5,,intel,FALSE,2375,80000,2375,80000,,false,100,100,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,10.008,linux,on-demand
